_id,Saglik Tesisi Adi,Ana Kategori,Alt Kategori,Ilce Adi,Mahalle Adi,ADRES,Latitude,Longitude
16858,Sapphire Group Ağiz Dış Sağliği Hizmetleriare,Sağlık,Sağlık Diğer,KADIKÖY,SUADİYE,<Null>,40.96203200000000066438587964512407779693603515625,29.091477000000001140733729698695242404937744140625
16859,Bul Ent Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,KADIKÖY,CAFERAĞA,<Null>,40.98863399999999757028490421362221240997314453125,29.022816999999999865167410462163388729095458984375
16860,Ozan Sağlik Hizmetleri,Sağlık,Sağlık Diğer,PENDİK,KAYNARCA,<Null>,40.86693900000000212457962334156036376953125,29.26816699999999826786734047345817089080810546875
16861,Dentorama Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,BEYKOZ,KAVACIK,<Null>,41.0937490000000025247572921216487884521484375,29.09208699999999936380845610983669757843017578125
16862,Sinaps Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,KADIKÖY,ACIBADEM,<Null>,40.996049999999996771293808706104755401611328125,29.0382919999999984383975970558822154998779296875
16863,Maya Görüntüleme Merkezi Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,KAĞITHANE,GÜRSEL,<Null>,41.06536100000000288900992018170654773712158203125,28.971858000000000998852556222118437290191650390625
16864,Ren Ilaç Sağlik Ürünleri ,Sağlık,Sağlık Diğer,KADIKÖY,KOŞUYOLU,<Null>,41.0074230000000028439899324439465999603271484375,29.033713999999999799683791934512555599212646484375
16865,Özsev Sağlik Hizmet,Sağlık,Sağlık Diğer,KADIKÖY,2024-05-19 00:00:00,<Null>,40.969549999999998135535861365497112274169921875,29.084289999999999309920895029790699481964111328125
16866,Sayore Sağlik Yay.Eğdan Tib. San Ve ,Sağlık,Sağlık Diğer,KADIKÖY,FENERBAHÇE,<Null>,40.9743629999999967594703775830566883087158203125,29.047129000000001752823663991875946521759033203125
16867,Deva Sağlik Spor Hizmetleri ,Sağlık,Sağlık Diğer,MALTEPE,KÜÇÜKYALI MERKEZ,<Null>,40.94767900000000082627593656070530414581298828125,29.112987000000000392674337490461766719818115234375
16868,Nb Diş Protez Labaratuvari .,Sağlık,Sağlık Diğer,ŞİŞLİ,HALASKARGAZİ,<Null>,41.05038400000000109457687358371913433074951171875,28.9890299999999996316546457819640636444091796875
16869,Bremen Veteriner Poliklinik Ve Sağlik ,Sağlık,Sağlık Diğer,BEŞİKTAŞ,LEVENT,<Null>,41.076177000000001271473593078553676605224609375,29.01912899999999950750861898995935916900634765625
16870,Biocef Ilaç ,Sağlık,Sağlık Diğer,TUZLA,TEPEOREN İTOSB,<Null>,40.88087399999999860256139072589576244354248046875,29.410211000000000325371729559265077114105224609375
16871,Özel Dentatacity Ağiz Ve Diş Sağliği Polikliniği ,Sağlık,Sağlık Diğer,ATAŞEHİR,İÇERENKÖY,<Null>,40.9777849999999972396835801191627979278564453125,29.11357100000000031059244065545499324798583984375
16872,Medest Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,BEŞİKTAŞ,LEVENT,<Null>,41.078090000000003101376933045685291290283203125,29.019746000000001373564373352564871311187744140625
16873,Medikal Sağlik Malzemeleri,Sağlık,Sağlık Diğer,BEŞİKTAŞ,LEVENT,<Null>,41.08478900000000066938810050487518310546875,29.01325800000000043610270950011909008026123046875
16874,Özel Hayat Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,TEVFİKBEY,<Null>,41.00603100000000011959855328314006328582763671875,28.796834000000000486352291773073375225067138671875
16875,Özalp Sağlik Hiz. T.C,Sağlık,Sağlık Diğer,ŞİŞLİ,GÜLBAHAR,<Null>,41.06698899999999952115103951655328273773193359375,29.001380999999998522298483294434845447540283203125
16876,Nezih Sağlik Ve Sos.Hiz.,Sağlık,Sağlık Diğer,KADIKÖY,CAFERAĞA,<Null>,40.9843740000000025247572921216487884521484375,29.022424000000000887666828930377960205078125
16877,Mavi Defne Eğitim Vesağlik Hizmetleri ,Sağlık,Sağlık Diğer,BEYKOZ,KAVACIK,<Null>,41.09365199999999873625711188651621341705322265625,29.087264999999998593693817383609712123870849609375
16878,Octamed Sağlik Ürünleri  Ve ,Sağlık,Sağlık Diğer,TUZLA,AYDINLI - BİRLİK OSB,<Null>,40.87691399999999930514604784548282623291015625,29.39685300000000012232703738845884799957275390625
16879,Arilar Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,ÜMRANİYE,ŞERİFALİ,<Null>,40.99541099999999715919329901225864887237548828125,29.15131600000000133832145365886390209197998046875
16880,Foxs Sağlik Hizmetleri,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,İNÖNÜ,<Null>,41.02095800000000025420376914553344249725341796875,28.796710000000000917452780413441359996795654296875
16881,Ankapharma Ecza Deposu ,Sağlık,Sağlık Diğer,ÜMRANİYE,YUKARI DUDULLU,<Null>,41.00770399999999682449924875982105731964111328125,29.15647200000000083264239947311580181121826171875
16882,Vitrosens Biyoteknoloji ,Sağlık,Sağlık Diğer,ÜMRANİYE,ŞERİFALİ,<Null>,41.00128300000000081126927398145198822021484375,29.150510000000000587760951020754873752593994140625
16883,Trivitale Sağlik Teknolojileri Üretim ,Sağlık,Sağlık Diğer,ÜMRANİYE,ŞERİFALİ,<Null>,41.0027299999999996771293808706104755401611328125,29.15360700000000093723429017700254917144775390625
16884,Denthall Ağiz Ve Diş Sağliği ,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,HALKALI MERKEZ,<Null>,41.03937400000000224054019781760871410369873046875,28.796458999999998695784597657620906829833984375
16885,Medilifedent Sağlik.Hizmetleri ,Sağlık,Sağlık Diğer,BEYLİKDÜZÜ,YAKUPLU,<Null>,41.006269000000003188688424415886402130126953125,28.66283800000000070440364652313292026519775390625
16886,Venmed Sağlik Ürünleri Pazarlama ,Sağlık,Sağlık Diğer,MALTEPE,GİRNE,<Null>,40.9426509999999979072526912204921245574951171875,29.131848000000001519538272987119853496551513671875
16887,Serka Sağlik ,Sağlık,Sağlık Diğer,BAĞCILAR,ÇINAR,<Null>,41.034256999999996651240508072078227996826171875,28.860665999999998376779331010766327381134033203125
16888,Bereket Ağiz Ve Diş Sağliği ,Sağlık,Sağlık Diğer,FATİH,MOLLA GÜRANİ,<Null>,41.01483799999999746432877145707607269287109375,28.94005800000000050431481213308870792388916015625
16889,Musa Özdemir Ağiz Ve Diş Sağliği Polikliniği ,Sağlık,Sağlık Diğer,ZEYTİNBURNU,YENİDOĞAN,<Null>,40.98885899999999793408278492279350757598876953125,28.90416499999999899728209129534661769866943359375
16890,Aybüke Eczanesi,Sağlık,Eczane,BAĞCILAR,2024-07-15 00:00:00,Cami Yolu Cad. No:65  45122/BAĞCILAR,41.03845799999999854890120332129299640655517578125,28.81714600000000103818820207379758358001708984375
16891,Şevval Eczanesi,Sağlık,Eczane,BAĞCILAR,KİRAZLI,1118. Sk. KİRAZLI/BAĞCILAR,41.03776400000000279533196589909493923187255859375,28.84476000000000084355633589439094066619873046875
16892,İnci Eczanesi,Sağlık,Eczane,BÜYÜKÇEKMECE,2024-05-19 00:00:00,Gölboyu Cad. No: 10/E  45065/BÜYÜKÇEKMECE,41.02417299999999755755197838880121707916259765625,28.58219100000000167938196682371199131011962890625
16893,Güleryüz Eczanesi,Sağlık,Eczane,BÜYÜKÇEKMECE,2024-05-19 00:00:00,Nutuk Cad.  19 MAYIS/BÜYÜKÇEKMECE,41.02302300000000201407601707614958286285400390625,28.58256000000000085492501966655254364013671875
16894,Toskana Eczanesi,Sağlık,Eczane,BÜYÜKÇEKMECE,PINARTEPE,Yavuz Sultan Selim Bulvarı No: 6D  PINARTEPE/BÜYÜKÇEKMECE,41.01540899999999822966856299899518489837646484375,28.62584199999999867713995627127587795257568359375
16895,İdeal Eczanesi,Sağlık,Eczane,ŞİŞLİ,TEŞVİKİYE,Hüsrev Gerede Cad. No:98/A  TEŞVİKİYE/ŞİŞLİ,41.04844200000000142836142913438379764556884765625,28.99503899999999845249476493336260318756103515625
16896,Levent Eczanesi,Sağlık,Eczane,ŞİŞLİ,ESENTEPE,Kore Şehitleri Cad. No: 159/A  ESENTEPE/ŞİŞLİ,41.070683000000002493834472261369228363037109375,29.0151350000000007867129170335829257965087890625
16897,Çiğdem Eczanesi,Sağlık,Eczane,BAHÇELİEVLER,KOCASİNAN MERKEZ,Mahmutbey Cad. No:278 B KOCASİNAN MERKEZ/BAHÇELİEVLER,41.02150100000000065847416408360004425048828125,28.839774999999999494093572138808667659759521484375
16898,Nilüfer Eczanesi,Sağlık,Eczane,AVCILAR,MERKEZ,Tüloğlu Sk. No:1/1 A MERKEZ/AVCILAR,40.9791469999999975470927893184125423431396484375,28.7271530000000012705640983767807483673095703125
16899,Medica Derma Medikal Estetik Danişmanlik ,Sağlık,Sağlık Diğer,PENDİK,DOĞU,<Null>,40.87752400000000108093445305712521076202392578125,29.23620199999999869078237679786980152130126953125
16900,Çekmeköy Veterinerlik ,Sağlık,Sağlık Diğer,ÇEKMEKÖY,MİMAR SİNAN,<Null>,41.032781999999997424311004579067230224609375,29.177154000000001587977749295532703399658203125
16901,Hakan Aksu Dental Klinik Ağiz Ve Diş Sağliği ,Sağlık,Sağlık Diğer,BÜYÜKÇEKMECE,MİMAROBA,<Null>,41.00468599999999952387952362187206745147705078125,28.541371000000001600938048795796930789947509765625
16902,Başaran Eczanesi,Sağlık,Eczane,BAHÇELİEVLER,KOCASİNAN MERKEZ,Mahmutbey Cad. No:327 B KOCASİNAN MERKEZ/BAHÇELİEVLER,41.01794100000000042882675188593566417694091796875,28.841418000000000887439455254934728145599365234375
16903,Şirinevler Eczanesi,Sağlık,Eczane,BAHÇELİEVLER,ŞİRİNEVLER,Mahmutbey Cad. No:72/A ŞİRİNEVLER/BAHÇELİEVLER,40.99784600000000267527866526506841182708740234375,28.84278400000000175396053236909210681915283203125
16904,Yeni Şifa Eczanesi,Sağlık,Eczane,BAHÇELİEVLER,ZAFER,Yıldırım Beyazıt Cad. No:150/A  ZAFER/BAHÇELİEVLER,41.0056450000000012323653209023177623748779296875,28.833217000000001206672095577232539653778076171875
16905,Şeyma Eczanesi,Sağlık,Eczane,ARNAVUTKÖY,İSLAMBEY,Behramşah Sk. No: 20/A  İSLAMBEY/ARNAVUTKÖY,41.19337800000000271438693744130432605743408203125,28.746900000000000119371179607696831226348876953125
16906,Portakal Eczanesi,Sağlık,Eczane,ARNAVUTKÖY,ANADOLU,Necip Fazıl Cad. No:58 A ANADOLU/ARNAVUTKÖY,41.18463200000000057343640946783125400543212890625,28.74808300000000116369847091846168041229248046875
16907,Darüşşifa Eczanesi,Sağlık,Eczane,ARNAVUTKÖY,ANADOLU,Saliha Sk. 23/A  ANADOLU/ARNAVUTKÖY,41.18179500000000103909769677557051181793212890625,28.74723900000000043064574128948152065277099609375
16908,Büşra Eczanesi,Sağlık,Eczane,SİLİVRİ,BÜYÜK ÇAVUŞLU,Büyükçavuşlu Cad. No:119/A  BÜYÜK ÇAVUŞLU/SİLİVRİ,41.2402780000000035443008528091013431549072265625,28.061302999999998775138010387308895587921142578125
16909,Birce Eczanesi,Sağlık,Eczane,SİLİVRİ,PİRİ MEHMET PAŞA,İnönü Cad. No:8/A PİRİ MEHMET PAŞA/SİLİVRİ,41.075906000000003359673428349196910858154296875,28.242056000000001603211785550229251384735107421875
16910,Şanslı Eczanesi,Sağlık,Eczane,SİLİVRİ,SELİMPAŞA,İskender Özcan Cad. No:6/C SELİMPAŞA/SİLİVRİ,41.05664900000000017143975128419697284698486328125,28.3637030000000009977156878449022769927978515625
16911,Gökoğlu Eczanesi,Sağlık,Eczane,SİLİVRİ,YENİ,General Ali İhsan Türkkan Cad. No:7 YENİ/SİLİVRİ,41.07690099999999944202500046230852603912353515625,28.252092999999998568227965733967721462249755859375
16912,Meryem Eczanesi,Sağlık,Eczane,MALTEPE,BAĞLARBAŞI,Bağdat Cad. No:449/D BAĞLARBAŞI/MALTEPE,40.92267199999999860438038012944161891937255859375,29.1348619999999982610461302101612091064453125
16913,Meydan Eczanesi,Sağlık,Eczane,SULTANBEYLİ,ABDURRAHMANGAZİ,Fatih Bulvarı No:154 A ABDURRAHMANGAZİ/SULTANBEYLİ,40.96768200000000348381945514120161533355712890625,29.263985999999999165765984798781573772430419921875
16914,Ateş Eczanesi,Sağlık,Eczane,KAĞITHANE,MERKEZ,Çobançeşme Cad. No:13/A MERKEZ/KAĞITHANE,41.081783999999998968633008189499378204345703125,28.9712880000000012614691513590514659881591796875
16915,Batuhan Eczanesi,Sağlık,Eczane,MALTEPE,KÜÇÜKYALI MERKEZ,Ahmet Kutsi Tecer Sk. No:19 B KÜÇÜKYALI MERKEZ/MALTEPE,40.94643400000000355021256837062537670135498046875,29.110023999999999233523340080864727497100830078125
16916,Atlas Eczanesi,Sağlık,Eczane,MALTEPE,ALTINTEPE,Bağdat Cad. No:15-33AS  ALTINTEPE/MALTEPE,40.9527479999999997062332113273441791534423828125,29.09689900000000051250026444904506206512451171875
16917,Pera Eczanesi,Sağlık,Eczane,SULTANBEYLİ,MİMAR SİNAN,Selçukhan Cad. No:267/A MİMAR SİNAN/SULTANBEYLİ,40.99404799999999937654138193465769290924072265625,29.274415000000001185753717436455190181732177734375
16918,Kubilay Eczanesi,Sağlık,Eczane,KÜÇÜKÇEKMECE,YARIMBURGAZ,2. Yonca Sk. No:3/A YARIMBURGAZ/KÜÇÜKÇEKMECE,41.0529709999999994352037901990115642547607421875,28.7534729999999996152837411500513553619384765625
16919,Pramit Eczanesi,Sağlık,Eczane,ÜSKÜDAR,BAHÇELİEVLER,Zübeyde Hanım Cad. No:6/B BAHÇELİEVLER/ÜSKÜDAR,41.05072700000000196496330318041145801544189453125,29.076750000000000540012479177676141262054443359375
16920,Zeynep Engin Eczanesi,Sağlık,Eczane,ÜSKÜDAR,VALİDE-İ ATİK,Zeynep Kamil Sk. No: 1/A  VALİDE-İ ATİK/ÜSKÜDAR,41.01647799999999932651917333714663982391357421875,29.025743999999999545025275438092648983001708984375
16921,Süha Eczanesi,Sağlık,Eczane,PENDİK,VELİBABA,Yakacık Cad. No:83 AC VELİBABA/PENDİK,40.90697800000000228237695409916341304779052734375,29.2520200000000016871126717887818813323974609375
16922,İzgü Eczanesi,Sağlık,Eczane,SANCAKTEPE,SARIGAZİ,Zaim Cad. No:36/A  SARIGAZİ/SANCAKTEPE,41.00162300000000215050022234208881855010986328125,29.213294000000001204853106173686683177947998046875
16923,Yeni Sağlık Eczanesi,Sağlık,Eczane,KÜÇÜKÇEKMECE,İSTASYON,1. Yunus Emre Cad. No:63/A  İSTASYON/KÜÇÜKÇEKMECE,41.03245199999999925921656540594995021820068359375,28.7746020000000015670593711547553539276123046875
16924,Bilim Eczanesi,Sağlık,Eczane,KÜÇÜKÇEKMECE,MEHMET AKİF,3. İnönü Cad. No: 56A  MEHMET AKİF/KÜÇÜKÇEKMECE,41.05703700000000111458575702272355556488037109375,28.8077669999999983474481268785893917083740234375
16925,Emek Eczanesi,Sağlık,Eczane,KARTAL,YUKARI,Kızılay Bulvarı No:38/B YUKARI/KARTAL,40.89235000000000042064129956997931003570556640625,29.18207400000000006912159733474254608154296875
16926,Bahar Eczanesi,Sağlık,Eczane,ZEYTİNBURNU,MALTEPE,324.Sk. No: 1/F  MALTEPE/ZEYTİNBURNU,41.0160759999999982028384692966938018798828125,28.904087000000000529098542756401002407073974609375
16927,Ebrar Eczanesi,Sağlık,Eczane,ÜSKÜDAR,MİMAR SİNAN,Selami Ali Efendi Cad. No: 22G  MİMAR SİNAN/ÜSKÜDAR,41.02440399999999698366082157008349895477294921875,29.017891999999999796955307829193770885467529296875
16928,Kedrion Betaphar Biyofarmasötik Ilaç ,Sağlık,Sağlık Diğer,KADIKÖY,KOŞUYOLU,<Null>,41.00788899999999870260580792091786861419677734375,29.034476000000001505441105109639465808868408203125
16929,Özel Ceylan Sağlik Tip Merkezi ,Sağlık,Sağlık Diğer,FATİH,SİLİVRİKAPI,<Null>,41.00430899999999923011273494921624660491943359375,28.93173600000000078580342233180999755859375
16930,Ark Ağiz Ve Diş Sağlığı,Sağlık,Sağlık Diğer,GAZİOSMANPAŞA,BARBAROS HAYRETTİN PAŞA,<Null>,41.07464499999999674173523089848458766937255859375,28.88449299999999908550307736732065677642822265625
16931,32 Diş ,Sağlık,Sağlık Diğer,EYÜPSULTAN,YEŞİLPINAR,<Null>,41.08170899999999647889126208610832691192626953125,28.918801999999999452484189532697200775146484375
16932,Buğra Özel Diş Ve Ağiz Sağliği,Sağlık,Sağlık Diğer,BEŞİKTAŞ,VİŞNEZADE,<Null>,41.045534000000003516106517054140567779541015625,29.000066000000000343561623594723641872406005859375
16933,Gizem Eczanesi,Sağlık,Eczane,KADIKÖY,ERENKÖY,Erenköy İstasyon Cad. No:35 E ERENKÖY/KADIKÖY,40.9752390000000019654180505312979221343994140625,29.07944499999999976580511429347097873687744140625
16934,Merkez Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,MERKEZ,Köroğlu Cad. No:31 A MERKEZ/ÇEKMEKÖY,41.0407340000000004920366336591541767120361328125,29.182511999999999119381755008362233638763427734375
16935,Aksoy Eczanesi,Sağlık,Eczane,KÜÇÜKÇEKMECE,CENNET,Fevzi Çakmak Cad. No:73 A CENNET/KÜÇÜKÇEKMECE,40.99389500000000197132976609282195568084716796875,28.7792400000000014870238373987376689910888671875
16936,Lavanta Eczanesi,Sağlık,Eczane,PENDİK,GÜLLÜ BAĞLAR,Tandoğan Cad. No:103 GÜLLÜ BAĞLAR/PENDİK,40.892392000000000962245394475758075714111328125,29.2774959999999992987795849330723285675048828125
16937,Yildiz Eczanesi,Sağlık,Eczane,PENDİK,FEVZİ ÇAKMAK,Fevzi Çakmak Cad. No:14 FEVZİ ÇAKMAK/PENDİK,40.87740099999999898727764957584440708160400390625,29.264027999999999707370079704560339450836181640625
16938,Güneş Eczanesi,Sağlık,Eczane,TUZLA,İSTASYON,İstasyon Cad. No:152/C İSTASYON/TUZLA,40.82386000000000336740413331426680088043212890625,29.318612000000001671651261858642101287841796875
16939,Tuzla Port Eczanesi,Sağlık,Eczane,TUZLA,POSTANE,Cumhuriyet Cad. No:7 POSTANE/TUZLA,40.81693400000000337968231178820133209228515625,29.299564000000000163481672643683850765228271484375
16940,Tuğba Eczanesi,Sağlık,Eczane,TUZLA,POSTANE,Manastır Yolu Cad. No:78/A POSTANE/TUZLA,40.81676300000000168211045092903077602386474609375,29.288779000000001673242877586744725704193115234375
16941,Fortis Eczanesi,Sağlık,Eczane,KADIKÖY,FİKİRTEPE,Yıldırım Sokak No:2/4 C FİKİRTEPE/KADIKÖY,40.993380999999999403371475636959075927734375,29.048237000000000307409209199249744415283203125
16942,Ela Eczanesi,Sağlık,Eczane,MALTEPE,FINDIKLI,Atatürk Cad. No:17-19/D FINDIKLI/MALTEPE,40.9700100000000020372681319713592529296875,29.124182000000001124817572417668998241424560546875
16943,Mercan Eczanesi,Sağlık,Eczane,MALTEPE,KÜÇÜKYALI MERKEZ,Mektep Cad. No:49 B KÜÇÜKYALI MERKEZ/MALTEPE,40.9508340000000004010871634818613529205322265625,29.1130959999999987530827638693153858184814453125
16944,İrem Eczanesi,Sağlık,Eczane,BEŞİKTAŞ,NİSBETİYE,Yücel Sk. No:11 B NİSBETİYE/BEŞİKTAŞ,41.07116400000000311365511151961982250213623046875,29.019701999999998776047505089081823825836181640625
16945,Arzu Eczanesi,Sağlık,Eczane,EYÜPSULTAN,GÖKTÜRK MERKEZ,Telekom Sk. No:1 B GÖKTÜRK MERKEZ/EYÜPSULTAN,41.1776210000000020272636902518570423126220703125,28.8869270000000000209183781407773494720458984375
16946,Pinar Deniz Eczanesi,Sağlık,Eczane,KADIKÖY,DUMLUPINAR,Yumurtacı Abdibey Cad. No:15/CA DUMLUPINAR/KADIKÖY,40.99439499999999725332600064575672149658203125,29.063041999999999376314008259214460849761962890625
16947,Ömer Eczanesi,Sağlık,Eczane,BAĞCILAR,YENİMAHALLE,1540. Sk. No:25/A YENİMAHALLE/BAĞCILAR,41.04132800000000003137756721116602420806884765625,28.838283000000000555473889107815921306610107421875
16948,Ihlamur Eczanesi,Sağlık,Eczane,BEYLİKDÜZÜ,ADNAN KAHVECİ,Ihlamur Cad. No:28  ADNAN KAHVECİ/BEYLİKDÜZÜ,40.99687300000000078625816968269646167755126953125,28.63237099999999912824932835064828395843505859375
16949,Şentürk Eczanesi,Sağlık,Eczane,BEYLİKDÜZÜ,BARIŞ,Bestekar Sk. No: 7/CA  BARIŞ/BEYLİKDÜZÜ,41.00422300000000319641912938095629215240478515625,28.65674299999999874444256420247256755828857421875
16950,Özkaya Eczanesi,Sağlık,Eczane,BAĞCILAR,YILDIZTEPE,Bağcılar Cad. No:116/A YILDIZTEPE/BAĞCILAR,41.02214599999999933288563624955713748931884765625,28.85748699999999900001057540066540241241455078125
16951,3. İstanbul Eczanesi,Sağlık,Eczane,BAŞAKŞEHİR,BAŞAKŞEHİR,Sarıkamış Cad. No:7K  BAŞAKŞEHİR/BAŞAKŞEHİR,41.1251290000000011559677659533917903900146484375,28.7885169999999988021954777650535106658935546875
16952,Özer Eczanesi,Sağlık,Eczane,BAŞAKŞEHİR,GÜVERCİNTEPE,Peyami Safa Cad. No: 88/B  GÜVERCİNTEPE/BAŞAKŞEHİR,41.0744830000000007430571713484823703765869140625,28.74837099999999878718881518580019474029541015625
16953,Atayik Eczanesi,Sağlık,Eczane,BAŞAKŞEHİR,BAHÇEŞEHİR 2. KISIM,9. Cad. No: BAHÇEŞEHİR 2. KISIM/BAŞAKŞEHİR,41.0804720000000003210516297258436679840087890625,28.6676929999999998699422576464712619781494140625
16954,Şebnem Eczanesi,Sağlık,Eczane,BAŞAKŞEHİR,GÜVERCİNTEPE,Ahmet Yesevi Cad. No:98/A  GÜVERCİNTEPE/BAŞAKŞEHİR,41.0831840000000028112481231801211833953857421875,28.75234999999999985220711096189916133880615234375
16955,Altuğ Eczanesi,Sağlık,Eczane,BÜYÜKÇEKMECE,ATATÜRK,Turgut Özal Bulvarı No:22/B  ATATÜRK/BÜYÜKÇEKMECE,41.01752599999999659985405742190778255462646484375,28.599107000000000056161297834478318691253662109375
16956,Pınar Eczanesi,Sağlık,Eczane,ESENLER,HAVAALANI,Taşocağı Cad. No: 32/C  HAVAALANI/ESENLER,41.0561330000000026529960450716316699981689453125,28.869536000000000086629370343871414661407470703125
16957,Odak Eczanesi,Sağlık,Eczane,BAŞAKŞEHİR,BAHÇEŞEHİR 1. KISIM,Vali Recep Yazıcıoğlu Cad. BAHÇEŞEHİR 1. KISIM/BAŞAKŞEHİR,41.0673180000000002110027708113193511962890625,28.69627799999999950841811369173228740692138671875
16958,Sena Sağlik Eczanesi,Sağlık,Eczane,ESENLER,FEVZİ ÇAKMAK,Atışalanı Cad. No:176/B  FEVZİ ÇAKMAK/ESENLER,41.0495779999999967913026921451091766357421875,28.876318000000001262606019736267626285552978515625
16959,Yaşam Eczanesi?,Sağlık,Eczane,ESENLER,NİNE HATUN,İnönü Cad. No:63/A  NİNE HATUN/ESENLER,41.03907699999999891815605224110186100006103515625,28.877449999999999619149093632586300373077392578125
16960,Kemer Şifa Eczanesi,Sağlık,Eczane,ESENLER,KEMER,942. Sk. No:22/A  KEMER/ESENLER,41.0528010000000023183019948191940784454345703125,28.877998000000001610487743164412677288055419921875
16961,Özel Referans Sağlikhizmetleri Ve T,Sağlık,Sağlık Diğer,PENDİK,FEVZİ ÇAKMAK,<Null>,40.8804879999999997153281583450734615325927734375,29.266625000000001222133505507372319698333740234375
16962,Emsey Sağlik Hizmetleri,Sağlık,Sağlık Diğer,PENDİK,ÇAMLIK,<Null>,40.92400099999999696365193813107907772064208984375,29.28922299999999978581399773247539997100830078125
16963,Koşuyolu Özel Eğitimve Rehabilitasyon Mer.,Sağlık,Sağlık Diğer,KADIKÖY,KOŞUYOLU,<Null>,41.00877700000000203317540581338107585906982421875,29.040290999999999854708221391774713993072509765625
16964,Lacivert Eczanesi,Sağlık,Eczane,ATAŞEHİR,ATATÜRK,Sedef Cad. No:19 ATATÜRK/ATAŞEHİR,40.9923399999999986675902619026601314544677734375,29.12280700000000166483005159534513950347900390625
16965,Şive Eczanesi,Sağlık,Eczane,BEYKOZ,PAŞABAHÇE,Kısayol Sk. No: 2  PAŞABAHÇE/BEYKOZ,41.11726900000000028967406251467764377593994140625,29.09721400000000102181729744188487529754638671875
16966,Sümeyra Eczanesi,Sağlık,Eczane,ESENLER,KAZIM KARABEKİR,1003. Sk. No:16 KAZIM KARABEKİR/ESENLER,41.0450689999999980273059918545186519622802734375,28.87807000000000101636032923124730587005615234375
16967,Han Eczanesi,Sağlık,Eczane,ESENYURT,PİRİ REİS,2066. Sk. No:8/M PİRİ REİS/ESENYURT,41.01954599999999828696672921068966388702392578125,28.650507999999998531848177663050591945648193359375
16968,Ümit Şahin Eczanesi,Sağlık,Eczane,FATİH,HOBYAR,Hamidiye Cad. No:16 E HOBYAR/FATİH,41.015838000000002239175955764949321746826171875,28.973794000000001602757038199342787265777587890625
16969,Merkez Eczanesi,Sağlık,Eczane,ESENYURT,PINAR,1282. Sk. No:50/A  PINAR/ESENYURT,41.0297010000000028639988158829510211944580078125,28.667998999999998233079168130643665790557861328125
16970,Elitez Eczanesi,Sağlık,Eczane,GAZİOSMANPAŞA,BARBAROS HAYRETTİN PAŞA,Eski Edirne Asfaltı Cad. No:350/A BARBAROS HAYRETTİN PAŞA/GAZİOSMANPAŞA,41.0753059999999976525941747240722179412841796875,28.8827500000000014779288903810083866119384765625
16971,Berna Koç Eczanesi,Sağlık,Eczane,BAYRAMPAŞA,YILDIRIM,Barbaros Sk. No:56 YILDIRIM/BAYRAMPAŞA,41.0630000000000023874235921539366245269775390625,28.897563000000001665057425270788371562957763671875
16972,Bülent Eczanesi,Sağlık,Eczane,BEYOĞLU,KEMANKEŞ KARAMUSTAFAPAŞA,Kemankeş Cad. No:  KEMANKEŞ KARAMUSTAFAPAŞA/,41.02346299999999956753526930697262287139892578125,28.978502999999999900637703831307590007781982421875
16973,Merve Eczanesi,Sağlık,Eczane,BEYOĞLU,BEREKETZADE,"Bankalar Cad, No:8/B BEREKETZADE/BEYOĞLU",41.023775999999998020939528942108154296875,28.974343999999998544581103487871587276458740234375
16974,Yeni Tan Eczanesi,Sağlık,Eczane,FATİH,AKSARAY,Yokuş Çeşmesi Sk. No: 6/A  AKSARAY/FATİH,41.0042839999999984001988195814192295074462890625,28.9439789999999987912815413437783718109130859375
16975,İnci Eczanesi,Sağlık,Eczane,EYÜPSULTAN,GÖKTÜRK MERKEZ,İstanbul Cad. No:48 D GÖKTÜRK MERKEZ/EYÜPSULTAN,41.1848159999999978708729031495749950408935546875,28.88126799999999860801835893653333187103271484375
16976,Fırtına Eczanesi,Sağlık,Eczane,EYÜPSULTAN,RAMİ YENİ,Reşadiye Cad. No:74 A RAMİ YENİ/EYÜPSULTAN,41.0513049999999992678567650727927684783935546875,28.91786499999999904275682638399302959442138671875
16977,Silahtarağa Eczanesi,Sağlık,Eczane,EYÜPSULTAN,SAKARYA,Türbe Cad. No: 10/B  SAKARYA/EYÜPSULTAN,41.0651289999999988822310115210711956024169921875,28.941203000000001566149876452982425689697265625
16978,Ertürk Eczanesi,Sağlık,Eczane,KADIKÖY,ERENKÖY,Ethemefendi Cad. No:78 A ERENKÖY/KADIKÖY,40.97457200000000199224814423359930515289306640625,29.075366999999999961801222525537014007568359375
16979,Dişevi 2 Özel Sağlik Hiz. ,Sağlık,Sağlık Diğer,ÜSKÜDAR,ÇENGELKÖY,<Null>,41.049340000000000827640178613364696502685546875,29.054016000000000730096871848218142986297607421875
